index,title,address,lat,lon
125,경상남도 창원시 창원 숲 유치원,경남 창원시 마산합포구 현동 607,35.143917630776,128.556918816254
126,경상남도 창원시 창원 숲 유치원,경남 창원시 마산합포구 덕동동 607,35.1396822296194,128.575725440915
127,충청남도 서천군 서천군 가족누리센터,충남 서천군 서천읍 군사리 55-6,36.0778481114889,126.701215149598
128,충청남도 금산군 보광리 마을만들기 사업(경로당),,,
129,경기도 광주시 광주역세권 공원관리사무소,,,
130,충청남도 천안시 남산도시재생 어르신 일자리 복지센터,충남 천안시 동남구 사직동 343-145,36.7974519255639,127.149293793518
131,전라남도 여수시 화장동 시내버스공영차고지 조성공사,,,
132,서울특별시 구로구 천왕동 청소년 문화의 집,서울 구로구 천왕동 262-7,37.4839483774046,126.840185244864
133,울산광역시 울주군 울주종합체육센터,울산 울주군 서생면 신암리 689,35.3487906368656,129.318688627943
134,경상북도 포항시 흥해 복합커뮤니티센터,,,
135,부산광역시 연제구 연제구 황금로 공영주차장,부산 연제구 연산3동 1811-561,35.1705274120468,129.095229274328
136,경기도 용인시 용인동부경찰서 서천파출소,경기 용인시 기흥구 서천동 805,37.2375621717257,127.073121019671
137,경상북도 봉화군 봉화 실외테니스장 비가림 설치공사,,,
138,전라북도 장수군 장수군 종합실내체육관,,,
139,강원도 홍천군 화촌면 야시대1리 행인교 경로당,,,
140,인천광역시 부평구 인천부평경찰서 역전지구대 통합청사 신축공사,,,
141,서울특별시 양천구 구립 목3동 공원어린이집,,,
142,경상북도 봉화군 봉화 궁도장(청량정) 조성사업,,,
143,서울특별시 서초구 서초구립 서초3동 하나어린이집,,,
144,서울특별시 서초구 AI 지원센터,서울 서초구 우면동 142,37.4653806242827,127.028712869766
145,부산광역시 사하구 장림동 문화복지복합센터,부산 사하구 장림동 1137-3,35.0833867947749,128.967091498388
146,부산광역시 부산진구 부암동 신선마을 마을공유센터,,,
147,부산광역시 남구 환경공단부지 민간참여 행복주택건설사업 (인생후반전지원센터),,,
148,부산광역시 동래구 동래구 청소년수련관,,,
149,서울특별시 양천구 넘은들근린공원 숲속쉼터,,,
150,광주광역시 서구 상무시민공원 국민체육센터,,,
151,서울특별시 강남구 달터근린공원 공원관리소,,,
152,경상남도 함양군 지곡면 다목적체육관,,,
153,서울특별시 강서구 강서구 청소년상담복지센터,서울 강서구 화곡동 1071-26,37.5394557575666,126.835514184028
154,충청남도 천안시 직산파출소,충남 천안시 서북구 직산읍 삼은리 76-135,36.8783988403796,127.147774429774
155,경상북도 영천시 도계권역단위 종합정비사업 효센터,,,
156,경상북도 영천시 도계권역단위 종합정비사업 신리마을회관,,,
157,경기도 과천시 (가칭)지식1초등학교,,,
158,전라북도 순창군 음식 및 스토리마켓 신축공사 (B동),,,
159,전라북도 순창군 음식 및 스토리마켓 신축공사 (A동),,,
160,경기도 남양주시 다산진건지구 공영주차장,경기 남양주시 다산동 6148,37.6143014296102,127.154783909062
161,서울특별시 광진구 서울시 50플러스 동부캠퍼스,,,
162,경상북도 김천시 김천시 모암동 공공산후조리원 신축공사,,,
163,경기도 광명시 광덕어린이공원 내 공중화장실,,,
164,부산광역시 동래구 온천장 도시재생 뉴딜사업 혁신어울림센터 건립공사,,,
165,경상남도 산청군 생초국제조각공원 화장실,,,
166,서울특별시 동작구 신대방동 구립 지역아동센터,서울 영등포구 대림동 705,37.492678652458,126.898170489578
167,경상북도 봉화군 봉화군 농축임산물 전시판매장,,,
168,서울특별시 은평구 은평 어르신일자리 센터,서울 은평구 녹번동 11-3,37.6070539505574,126.933366669883
169,인천광역시 중구 인천중부경찰서 직장어린이집,,,
170,서울특별시 종로구 이음피움 봉제역사관,서울 종로구 창신동 647-50,37.5748030042929,127.010315251354
171,인천광역시 남동구 대구월 경로당,인천 남동구 구월동 1236-7,37.4498566479331,126.717941311139
172,경기도 오산시 오산역 환승센터 광장 공중화장실,,,
173,전라남도 곡성군 곡성군 비빌언덕25,,,
174,부산광역시 연제구 나라키움 부산통합청사,부산 연제구 거제동 501,35.1873119884943,129.073388882245
175,경상북도 문경시 문경시 보훈회관,경북 문경시 점촌동 329-1,36.5924446330986,128.201269924061
176,경상북도 영천시 완산뜨락 실버인재센터,,,
177,서울특별시 도봉구 로봇과학관,서울 도봉구 창동 1-11,37.6551418975134,127.052370535927
178,경기도 파주시 파주운정3지구 내 A-37BL 공동주택 건설공사 사회복지관,,,
179,경기도 양평군 양평헬스투어 센터,,,
180,경기도 여주시 오학동 주민센터,경기 여주시 오학동 254-1,37.3096912986226,127.644409503876
181,경기도 여주시 오학동 주민센터,경기 여주시 천송동 254-1,37.2992111147005,127.665759519539
182,경기도 여주시 오학동 주민센터,경기 여주시 현암동 254-1,37.3076950528784,127.636323722458
183,경기도 화성시 화성시 커피복합 문화센터,,,
184,전라남도 무안군 환경클린센터 공립공사,,,
185,전라북도 순창군 월드푸드 사이언스관,,,
186,광주광역시 서구 사회적가치지원센터,광주 서구 농성동 109-1,35.1529834613821,126.892000652742
187,경기도 고양시 고양향동중학교,,,
188,경기도 고양시 고양향동초등학교,,,
189,경기도 용인시 처인성 역사교육관 건립,,,
190,경기도 시흥시 목감어울림센터,경기 시흥시 조남동 697,37.3816697665075,126.85871364648
191,경상북도 영천시 최무선 역사불꽃 놀이마당 야외화장실,,,
192,대전광역시 유성구 대전복용초등학교,대전 유성구 복용동 64,36.3346993355629,127.327581004188
193,전라북도 고창군 고창군 산불대응센터,,,
194,경상북도 영주시 가흥초등학교,경북 영주시 가흥동 1857,36.8135894142263,128.609266544462
195,전라북도 군산시 군산오룡 고령자복지주택,,,
196,경상북도 영천시 임고면 농촌중심지 활성화사업(임고문화복지센터),,,
197,경상북도 청도군 덕촌 보건진료소,경북 청도군 각북면 덕촌리 649,35.7067246497985,128.582096362206
198,경기도 김포시 청룡어린이집,,,
199,경기도 안양시 박달복합청사,경기 안양시 만안구 박달동 141-2,37.4019613187896,126.904629197499
200,경기도 용인시 처인성유치원,경기 용인시 처인구 남사읍 아곡리 682,37.1566570039013,127.1725448969
201,강원도 강릉시 유천초등학교,강원 강릉시 유천동 766,37.7599201599087,128.871105403691
202,제주특별자치도 서귀포시 신효경로당,제주특별자치도 서귀포시 신효동 700-2,33.2645684723608,126.614235729975
203,경상북도 봉화군 봉화 억지춘양시장 공영주차타워,,,
204,경상북도 포항시 창포종합사회복지관(분관),,,
205,제주특별자치도 서귀포시 제주 국립산림생태관리센터 지원동,,,
206,제주특별자치도 서귀포시 제주 국립산림생태관리센터 사무동,,,
207,인천광역시 남동구 구월 1동 복합청사,인천 남동구 간석동 49-1,37.4661276816333,126.714589199352
208,"충청남도 공주시 옥룡 17, 18통 경로당",,,
209,충청북도 단양군 매포공동복지목욕탕,,,
210,충청남도 계룡시 계룡공공직장어린이집,충남 계룡시 두마면 농소리 1039,36.2584624958588,127.261792057006
211,충청북도 진천군 진천 덕산 하나 어린이집,,,
212,경상남도 양산시 이팝문화센터,,,
213,서울특별시 강북구 서울번동3 고령자복지주택 주민복지관,,,
214,제주특별자치도 서귀포시 미래농업육성관,,,
215,강원도 영월군 영월주천 고령자복지주택,,,
216,충청북도 영동군 추풍령면소재지 종합정비사업 공중화장실,,,
217,강원도 삼척시 도계읍 복합교육연구관,강원 삼척시 도계읍 전두리 24-3,37.2333835122109,129.042285375024
218,경기도 화성시 시립반월하나어린이집,경기 화성시 반월동 862,37.2308327137941,127.062738924849
219,충청남도 보령시 석서골 노인회관,충남 보령시 신흑동 766-94,36.3199935604426,126.516283545142
220,경상북도 칠곡군 천왕사랑방,,,
221,전라남도 고흥군 고흥반다비 국민체육센터 건립공사,,,
222,인천광역시 남동구 인천구월A-3BL 공공임대주택 건설사업,,,
223,전라북도 임실군 임실군 거점형 공공 직장어린이집,전북 임실군 임실읍 이도리 745-1,35.6151213157812,127.279709999765
224,충청남도 서산시 비점오염저감시설 공중화장실(부장리),,,
225,경상북도 상주시 거꾸로 옛이야기 나라숲 조성사업 이야기 공작소,,,
226,경상북도 상주시 화북대형주차장화장실,충북 보은군 속리산면 사내리 292-4,36.5262388123067,127.819214461566
227,충청북도 보은군 연꽃화장실,,,
228,경기도 성남시 위례동 행정복지센터,경기 성남시 수정구 창곡동 508-1,37.4713252969783,127.142295769358
229,경기도 성남시 수내도서관 건립공사,,,
230,전라남도 목포시 한국해양수산연수원 목포분원,전남 목포시 죽교동 695-3,34.7964378342685,126.357763731745
231,충청북도 청주시 화학물질안전원 신청사 및 교육훈련장,,,
232,경상북도 봉화군 봉화군 선거관리위원회,경북 봉화군 봉화읍 내성리 350-1,36.8931802222833,128.740099073383
233,경상북도 김천시 운남중학교,경북 김천시 율곡동 370,36.1218018221774,128.179106216176
234,대구광역시 동구 효목2동 어린이공원 & 공용주차장,대구 동구 신천동,35.8719700892442,128.626843791513
235,대구광역시 동구 효목2동 어린이공원 & 공용주차장,대구 동구 신천1.2동,35.8700151958924,128.614647426814
236,대구광역시 동구 효목2동 어린이공원 & 공용주차장,대구 동구 신천3동,35.8752751668421,128.623669460702
237,대구광역시 동구 효목2동 어린이공원 & 공용주차장,대구 동구 신천4동,35.8717492746518,128.62930603461
238,대구광역시 수성구 고산노인복지관 별관,대구 수성구 신매동 170-1,35.8367137654733,128.712680976703
239,대구광역시 남구 배나무샘골 마을문화센터,,,
240,울산광역시 동구 해양수산복합공간 (방어진 활어센터),,,
241,충청남도 서산시 내포관광 창조지원센터,,,
242,제주특별자치도 서귀포시 하원 마을회관,제주특별자치도 서귀포시 하원동 480-4,33.2567262858365,126.461054249361
243,경상북도 성주군 가야산국립공원 백운분소,경북 성주군 수륜면 백운리 1805,35.800777392793,128.141592987849
244,강원도 삼척시 삼척번개시장 공중화장실,강원 삼척시 사직동 60-12,37.4310174199108,129.177708101888
245,충청남도 계룡시 계룡 병영체험관,,,
246,강원도 삼척시 도계전두시장 공중화장실,,,
247,경기도 화성시 서연고등학교,경기 화성시 장지동 973,37.1608132791366,127.111616830562
248,울산광역시 북구 시니어행복나눔센터,,,
249,인천광역시 미추홀구 용현2동 행정복지센터,인천 미추홀구 용현동 611-6,37.4526285960013,126.640315141579
250,전라남도 강진군 보은산 힐링센터,,,
251,전라남도 영암군 학산 소규모 도서관,,,
252,전라북도 부안군 돌팍거리 공영주차장 건립공사,,,
253,경기도 광명시 광명시 평생학습원,경기 광명시 하안동 718-2,37.4667802726489,126.869519027745
254,인천광역시 계양구 계양여성회관 부근 주차장,인천 계양구 효성동 293-8,37.5290549191866,126.717879471174
255,전라북도 고창군 동호항 체험센터 및 마을전시관,,,
256,경상남도 창원시 내서 어린이체육관,경남 창원시 마산회원구 양덕동 18-16,35.2305305906401,128.584609080503
257,전라남도 여수시 전남해양수산과학원 여수지원 청사 건립,,,
258,경기도 양주시 곰두리어린이집,경기 양주시 삼숭동 640-45,37.8013930670468,127.09060187523
259,경기도 시흥시 계수8통 경로당,경기 시흥시 계수동 179-33,37.4529536134104,126.817465982169
260,경기도 성남시 태평종합사회복지관,,,
261,경기도 평택시 평택경찰서 송탄지구대,경기 평택시 신장동 211-7,37.0817894765044,127.056021821368
262,충청북도 청주시 청주동남지구 수변공원18호 공중화장실,,,
263,충청북도 청주시 청주동남지구 근린공원98호 관리사무실(공중화장실겸용),,,
264,충청남도 서산시 비점오염저감시설 공중화장실(용암리),,,
265,대전광역시 서구 도안동 행정복지센터,대전 서구 가수원동 761-3,36.3035739762614,127.349355243769
266,대전광역시 서구 도안동 행정복지센터,대전 서구 괴곡동 761-3,36.2814283726552,127.353519974922
267,충청남도 서산시 해오름 체육관,,,
268,서울특별시 은평구 가칭)구립 성가정어린이집,,,
269,인천광역시 계양구 계양구 청소년 문화의 집,인천 계양구 효성동 266-9,37.5286815534166,126.715217510939
270,제주특별자치도 제주시 탑동광장관리사무소,제주특별자치도 제주시 건입동 1444,33.5181038904109,126.526602474608
271,인천광역시 서구 한들근린4구역 공중화장실,,,
272,인천광역시 서구 한들근린3구역 공중화장실,,,
273,인천광역시 서구 한들근린1구역 공중화장실,,,
274,강원도 평창군 평창종부 고령자복지주택,,,
275,부산광역시 금정구 회동동 복합커뮤니티 문화센터,부산 금정구 회동동 200-3,35.2266292550951,129.116467467996
276,경기도 화성시 매향리 평화생태공원 안내센터,,,
277,전라북도 고창군 고창율계 고령자복지주택,,,
278,전라북도 장수군 장수 가야역사관 건립공사,,,
279,경상남도 함안군 함안 역사문화체험파크,경남 함안군 가야읍 도항리 718,35.2682938414678,128.40219640795
280,전라남도 구례군 도시재생 통합어울림센터 건립사업,,,
281,인천광역시 남동구 만부마을 도시재생 뉴딜사업 사랑방,,,
282,강원도 홍천군 홍천북방 고령자복지주택,,,
283,인천광역시 강화군 내4리 경로당,,,
284,강원도 동해시 동해 꿈빛마루 도서관,,,
285,경상북도 구미시 구미시 육아종합지원센터,경북 구미시 산동읍 신당리 2017,36.1530462451986,128.431648866517
286,울산광역시 북구 상안유치원 별관동,,,
287,충청북도 청주시 (가칭)청주특수학교 신축공사,,,
288,경상북도 영주시 영주역사,경북 영주시 영주동 336-55,36.8260991027923,128.622583096023
289,경기도 부천시 부천시 중동시장 공영주차장,경기 부천시 중동 734-13,37.4944014808087,126.764238919788
290,서울특별시 양천구 신목동역 LT삼보 지식산업센터 M.OK,,,
291,대전광역시 유성구 솔마루어린이공원 공중화장실,,,
292,서울특별시 영등포구 여의도 우체국 건립공사,,,
293,광주광역시 광산구 하남3지구 주차전용건축물 2,,,
294,경기도 의정부시 범골 경로당 신축공사,,,
295,충청남도 예산군 예산주교 고령자 복지주택(사회복지시설),,,
296,충청남도 청양군 청양교월 고령자 복지주택(사회복지시설),,,
297,경상남도 사천시 관상어 교육 및 창업지원센터,,,
298,경기도 남양주시 다산새봄초등학교,경기 남양주시 다산동 6128,37.6198916472289,127.159021633686
299,전라남도 함평군 함평군 신광면 농촌중심지활성화사업(행정복지센터),,,
300,전라남도 영광군 영광 화물차 공영차고지 관리동,,,
301,전라남도 여수시 화정면 제도 여객선 대기소 화장실,,,
302,전라북도 장수군 장수군 장례식장,전북 장수군 장수읍 장수리 425,35.6542736258423,127.519830253784
303,경상남도 산청군 산청신안 행복주택(신안면사무소 복합개발사업),,,
304,서울특별시 도봉구 창1동 주민센터,서울 도봉구 창동 632-73,37.6414216683544,127.035601140869
305,경기도 안성시 미양면사무소 건립공사,,,
306,경상북도 상주시 속리산 시어동 휴양체험단지 주차장(공용화장실),,,
307,경상북도 상주시 속리산 시어동 휴양체험단지 관리사무소,,,
308,서울특별시 양천구 건강힐링문화관,서울 양천구 신월동 1077-2,37.5176154844161,126.845719732769
309,전라북도 임실군 임실읍 행복누리원,,,
310,울산광역시 울주군 울주군 도시재생지원센터,울산 울주군 온산읍 덕신리 1303-6,35.4343120177518,129.312849567551
311,제주특별자치도 서귀포시 남원서부전지훈련지원 및 주민공동이용시설,,,
312,경기도 남양주시 진건·퇴계원 행정복지센터 복지동,,,
313,경기도 시흥시 시흥경찰서 목감파출소,,,
314,경상북도 경주시 불국체육센터,,,
315,경기도 수원시 수원시 사회복지타운,경기 수원시 장안구 조원동 119-3,37.309580013682,127.010855898545
316,제주특별자치도 제주시 김진사 생가터 공중화장실,,,
317,서울특별시 양천구 구립 청솔 어린이집 재건축공사,,,
318,경기도 안산시 안산교육지원청 청사 신축공사,,,
319,경상북도 포항시 포스코휴먼스 사무동,,,
320,전라북도 장수군 호덕 마을만들기사업,,,
321,서울특별시 양천구 신월7동 복합청사,서울 양천구 신월동 52-2,37.5385555939728,126.827203313236
322,경상남도 창원시 가칭)무릉유치원,,,
323,인천광역시 남동구 만수5동 행정복지센터,인천 남동구 만수동 908-17,37.4558739559611,126.724510995206
324,전라북도 임실군 임실군 선거관리위원회청사,,,
325,인천광역시 계양구 계양2동 생활문화센터,,,
326,경상남도 의령군 유곡 세간마을 다목적시설,,,
327,대구광역시 수성구 파동우체국,대구 수성구 파동 495,35.8096332392093,128.619106010112
328,인천광역시 서구 서인천세무서 청사,,,
329,전라남도 순천시 4차산업혁명 박람회장 5G체험관 건립공사,,,
330,울산광역시 동구 남목지역 공공도서관,,,
331,서울특별시 강남구 농업공화국,,,
332,전라남도 완도군 완도군 공립 약산 어린이집,,,
333,전라남도 여수시 초도중계소,전남 여수시 삼산면 초도리 산 300,34.2393643413805,127.248330973346
334,경기도 화성시 화성동탄(2)지구 택지개발사업5-1공구 체육공원2호 공중화장실,,,
335,경기도 화성시 화성동탄(2)지구 택지개발사업5-1공구 근린공원16호 관리사무소 및 화장실,,,
336,인천광역시 동구 송림초교주변구역 주거환경개선사업 솔마루어린이공원 화장실 및 하부 주차장,,,
337,경기도 평택시 평택경찰서 고덕파출소,경기 평택시 고덕면 좌교리 384-5,37.0432185026683,127.019025021039
338,제주특별자치도 서귀포시 서귀포시 노인복지지원센터 건립사업,,,
339,충청북도 보은군 산대 공중화장실,충북 보은군 산외면 길탕리 423,36.5632848486717,127.701411586848
340,전라남도 해남군 흑석산 치유의 숲,전남 해남군 계곡면 가학리 산 1,34.6731022344237,126.611268994331
341,전라북도 부안군 스마트 융복합 멀티플렉스,,,
342,부산광역시 사상구 주례2동 행정복지센터,부산 사상구 주례동 154-1,35.150041465783,129.010413490371
343,경기도 이천시 율면 노인복지관,경기 이천시 율면 본죽리 164-2,37.071378493609,127.527229300354
344,강원도 강릉시 (가칭)홍제유치원 신축공사,,,
345,충청남도 보령시 보령시 가족센터,충남 보령시 동대동 502-38,36.3462801520812,126.608459585248
346,전라남도 여수시 손양원목사 기념공원 정비사업,,,
347,경기도 고양시 지축유치원,경기 고양시 덕양구 지축동 671,37.6519085460151,126.915490113309
348,경상북도 의성군 봉양면 온누리터,,,
349,경기도 성남시 신흥2동 행정복지센터,경기 성남시 수정구 신흥동 5481,37.4430331520914,127.141176662375
350,전라북도 고창군 상하체육테마공원 공중화장실,,,
351,경상남도 거제시 과학영농종합시설타운,,,
352,서울특별시 양천구 구립 아인어린이집,,,
353,경상북도 청도군 국립농산물품질관리원 경북지원 청도사무소,경북 청도군 화양읍 합천리 384-3,35.6519135248227,128.711406789185
354,경상북도 칠곡군 칠곡군 보훈회관,경북 칠곡군 왜관읍 석전리 795-12,36.0001097918618,128.397458799011
355,경기도 안양시 호계체육관 주차장,경기 안양시 동안구 호계동 177-1,37.3801515748492,126.946702922118
356,세종특별자치시  세종테크노파크,세종특별자치시 조치원읍 신흥리 123,36.5928863934754,127.292551005908
